seed,baseline_kappa,optimized_kappa,kappa_improvement,quadratic_baseline_kappa,quadratic_optimized_kappa,quadratic_kappa_improvement,linear_baseline_kappa,linear_optimized_kappa,linear_kappa_improvement,val_kappa,baseline_accuracy,optimized_accuracy,baseline_mae,optimized_mae,within_one_baseline,within_one_optimized,pearson_recovery,spearman_recovery,cat_proportions,recovered_thresholds,status,config
42,0.828978622327791,0.8792682926829268,0.050289670355135874,0.828978622327791,0.8792682926829268,0.050289670355135874,0.752212389380531,0.8097068716962998,0.05749448231576881,0.9036724864539434,0.8055555555555556,0.8472222222222222,0.19444444444444445,0.1527777777777778,1.0,1.0,0.9500978422209697,0.9539198662293397,"(0.387, 0.194, 0.221, 0.198)","(1.989, 2.537, 3.23)",ok,noise=0.15
43,0.8753056234718827,0.9372713016204913,0.06196567814860865,0.8753056234718827,0.9372713016204913,0.06196567814860865,0.7743362831858407,0.8753894080996885,0.10105312491384777,0.8864539570795957,0.7638888888888888,0.8611111111111112,0.2361111111111111,0.1388888888888889,1.0,1.0,0.9766534238653626,0.9749501575664031,"(0.389, 0.205, 0.208, 0.198)","(2.045, 2.478, 3.132)",ok,noise=0.15
44,0.7547931382441978,0.8778930566640064,0.12309991841980861,0.7547931382441978,0.8778930566640064,0.12309991841980861,0.6045565500406834,0.7662337662337663,0.16167721619308284,0.9281459030100334,0.625,0.7638888888888888,0.375,0.2361111111111111,1.0,1.0,0.9463908984724018,0.9443051000064314,"(0.391, 0.185, 0.221, 0.202)","(1.935, 2.438, 3.139)",ok,noise=0.15
45,0.8498074454428755,0.9156908665105387,0.0658834210676632,0.8498074454428755,0.9156908665105387,0.0658834210676632,0.7720409157330737,0.8617378780604896,0.08969696232741597,0.9090510628972167,0.8194444444444444,0.8888888888888888,0.18055555555555555,0.1111111111111111,1.0,1.0,0.9726270480982894,0.9757219113769375,"(0.389, 0.196, 0.207, 0.207)","(1.927, 2.453, 3.128)",ok,noise=0.15
46,0.7353689567430026,0.7641509433962264,0.028781986653223735,0.7353689567430026,0.7641509433962264,0.028781986653223735,0.5907302142544819,0.6153846153846154,0.024654401130133508,0.926816798740012,0.6388888888888888,0.6527777777777778,0.3611111111111111,0.3472222222222222,1.0,1.0,0.9355903785444012,0.9418933693485113,"(0.384, 0.201, 0.219, 0.197)","(1.856, 2.563, 3.228)",ok,noise=0.15
47,0.8243494423791822,0.7640144665461122,-0.060334975833070015,0.8243494423791822,0.7640144665461122,-0.060334975833070015,0.7027133307117577,0.646643109540636,-0.056070221171121704,0.9047633957459243,0.7083333333333334,0.6805555555555556,0.2916666666666667,0.3472222222222222,1.0,0.9722222222222222,0.9462032411914146,0.9320535082641973,"(0.376, 0.21, 0.225, 0.189)","(1.768, 2.367, 3.218)",ok,noise=0.15
48,0.7809152872444012,0.8141281389345224,0.033212851690121226,0.7809152872444012,0.8141281389345224,0.033212851690121226,0.6344435418359058,0.6755428103236378,0.041099268487732044,0.9308679681373561,0.6527777777777778,0.6944444444444444,0.3472222222222222,0.3055555555555556,1.0,1.0,0.9599132171395394,0.9505755997170237,"(0.383, 0.214, 0.205, 0.198)","(1.924, 2.403, 3.124)",ok,noise=0.15
49,0.8819285011479173,0.88,-0.0019285011479173164,0.8819285011479173,0.88,-0.0019285011479173164,0.8268398268398268,0.8111587982832618,-0.015681028556565058,0.9159441869401282,0.8611111111111112,0.8472222222222222,0.1388888888888889,0.1527777777777778,1.0,1.0,0.9504580061759,0.9596758633995757,"(0.378, 0.201, 0.229, 0.192)","(1.823, 2.483, 3.299)",ok,noise=0.15
50,0.9087837837837838,0.9006622516556292,-0.008121532128154585,0.9087837837837838,0.9006622516556292,-0.008121532128154585,0.859375,0.8438855160450998,-0.01548948395490024,0.927502439444943,0.875,0.8611111111111112,0.125,0.1388888888888889,1.0,1.0,0.9653231493745256,0.9692263168049394,"(0.383, 0.205, 0.225, 0.187)","(1.943, 2.457, 3.153)",ok,noise=0.15
51,0.8584905660377359,0.9355581127733026,0.0770675467355667,0.8584905660377359,0.9355581127733026,0.0770675467355667,0.7403574788334901,0.8554216867469879,0.1150642079134978,0.8795875934686403,0.6944444444444444,0.8055555555555556,0.3194444444444444,0.19444444444444445,0.9861111111111112,1.0,0.9679388481225867,0.9644028554890991,"(0.387, 0.19, 0.212, 0.211)","(2.039, 2.614, 3.16)",ok,noise=0.15
52,0.7437357630979499,0.7946058091286307,0.05087004603068079,0.7437357630979499,0.7946058091286307,0.05087004603068079,0.5992876224398931,0.6409791477787852,0.04169152533889209,0.9012333783002505,0.6527777777777778,0.6944444444444444,0.3472222222222222,0.3055555555555556,1.0,1.0,0.9515479303986286,0.9479066177889256,"(0.379, 0.2, 0.229, 0.192)","(1.964, 2.45, 3.155)",ok,noise=0.15
53,0.8185053380782918,0.8504398826979472,0.03193454461965539,0.8185053380782918,0.8504398826979472,0.03193454461965539,0.7260519247985676,0.7410071942446044,0.014955269446036756,0.9143158449775903,0.7638888888888888,0.7638888888888888,0.2361111111111111,0.2361111111111111,1.0,1.0,0.9578079199995433,0.9418290565309667,"(0.377, 0.2, 0.233, 0.191)","(1.99, 2.537, 3.143)",ok,noise=0.15
54,0.7428571428571429,0.7837837837837838,0.04092664092664089,0.7428571428571429,0.7837837837837838,0.04092664092664089,0.6483993488876831,0.6729131175468483,0.024513768659165214,0.9221547563443874,0.75,0.7777777777777778,0.25,0.2222222222222222,1.0,1.0,0.9291381251832432,0.9259116341886939,"(0.377, 0.206, 0.227, 0.19)","(2.087, 2.499, 3.186)",ok,noise=0.15
55,0.7524071526822558,0.7277310924369749,-0.024676060245280906,0.7524071526822558,0.7277310924369749,-0.024676060245280906,0.6480938416422287,0.6214953271028038,-0.026598514539424967,0.9091880787955208,0.7222222222222222,0.75,0.2777777777777778,0.25,1.0,1.0,0.940653419844011,0.9329538877098208,"(0.377, 0.212, 0.219, 0.192)","(1.871, 2.341, 3.221)",ok,noise=0.15
56,0.8213399503722084,0.8652631578947368,0.04392320752252843,0.8213399503722084,0.8652631578947368,0.04392320752252843,0.7216494845360826,0.7706093189964158,0.04895983446033325,0.9071084972751826,0.75,0.7777777777777778,0.25,0.2222222222222222,1.0,1.0,0.9337867953145819,0.9299954981027719,"(0.382, 0.198, 0.214, 0.207)","(2.079, 2.576, 3.241)",ok,noise=0.15
57,0.8097102584181676,0.9162790697674419,0.10656881134927432,0.8097102584181676,0.9162790697674419,0.10656881134927432,0.6613240418118467,0.8211180124223603,0.1597939706105136,0.9296896043604329,0.625,0.7777777777777778,0.375,0.2222222222222222,1.0,1.0,0.9674800147518614,0.9507685381696575,"(0.383, 0.203, 0.21, 0.205)","(2.011, 2.572, 3.176)",ok,noise=0.15
58,0.7640311347808275,0.8241923365890308,0.06016120180820328,0.7640311347808275,0.8241923365890308,0.06016120180820328,0.6776720761052042,0.7425742574257426,0.06490218132053838,0.9113498587256259,0.7777777777777778,0.8194444444444444,0.2222222222222222,0.18055555555555555,1.0,1.0,0.9275413503459196,0.9276480802623964,"(0.385, 0.197, 0.221, 0.197)","(1.971, 2.548, 3.138)",ok,noise=0.15
