seed,baseline_kappa,optimized_kappa,kappa_improvement,quadratic_baseline_kappa,quadratic_optimized_kappa,quadratic_kappa_improvement,linear_baseline_kappa,linear_optimized_kappa,linear_kappa_improvement,val_kappa,baseline_accuracy,optimized_accuracy,baseline_mae,optimized_mae,within_one_baseline,within_one_optimized,pearson_recovery,spearman_recovery,cat_proportions,recovered_thresholds,status,config
22,0.7339130434782608,0.8440944881889764,0.11018144471071556,0.7339130434782608,0.8440944881889764,0.11018144471071556,0.6869565217391305,0.773972602739726,0.08701608100059555,0.9071913449299958,0.8055555555555556,0.8472222222222222,0.20833333333333334,0.1527777777777778,0.9861111111111112,1.0,0.9192322941587511,0.9165219628271916,"(0.502, 0.168, 0.161, 0.169)","(2.232, 2.654, 3.158)",ok,trend_1change
23,0.7916666666666666,0.813953488372093,0.022286821705426396,0.7916666666666666,0.813953488372093,0.022286821705426396,0.6989966555183946,0.6774916013437849,-0.021505054174609683,0.8998265288670625,0.7916666666666666,0.7777777777777778,0.20833333333333334,0.2222222222222222,1.0,1.0,0.9336781987199617,0.9139172937166379,"(0.501, 0.172, 0.15, 0.176)","(2.259, 2.732, 3.106)",ok,trend_1change
24,0.7596996245306633,0.8030634573304157,0.04336383279975242,0.7596996245306633,0.8030634573304157,0.04336383279975242,0.6764044943820224,0.6986607142857142,0.022256219903691754,0.8759263363817711,0.7777777777777778,0.7916666666666666,0.2222222222222222,0.20833333333333334,1.0,1.0,0.92628549101177,0.9111196861534505,"(0.494, 0.181, 0.159, 0.166)","(2.14, 2.607, 3.218)",ok,trend_1change
25,0.7451737451737452,0.8340611353711791,0.08888739019743386,0.7451737451737452,0.8340611353711791,0.08888739019743386,0.6467124631992149,0.6914749661705007,0.04476250297128581,0.8856379999253146,0.7361111111111112,0.7361111111111112,0.2777777777777778,0.2638888888888889,0.9861111111111112,1.0,0.9151155451930068,0.8947199176795937,"(0.492, 0.173, 0.165, 0.17)","(2.203, 2.721, 3.208)",ok,trend_1change
26,0.7133277451802179,0.8524086094977793,0.1390808643175614,0.7133277451802179,0.8524086094977793,0.1390808643175614,0.5966981132075471,0.7458823529411764,0.14918423973362938,0.8578424000902289,0.7361111111111112,0.8333333333333334,0.2638888888888889,0.16666666666666666,1.0,1.0,0.9055930957671261,0.8871631616181106,"(0.495, 0.177, 0.169, 0.159)","(2.072, 2.634, 3.12)",ok,trend_1change
27,0.7566539923954373,0.716200236499803,-0.04045375589563427,0.7566539923954373,0.716200236499803,-0.04045375589563427,0.6821192052980132,0.611231101511879,-0.0708881037861342,0.8565270621843595,0.7777777777777778,0.7222222222222222,0.2222222222222222,0.2777777777777778,1.0,1.0,0.9417978127599975,0.9145604218920833,"(0.497, 0.174, 0.167, 0.162)","(2.088, 2.541, 3.241)",ok,trend_1change
28,0.705607476635514,0.8121085594989561,0.10650108286344206,0.705607476635514,0.8121085594989561,0.10650108286344206,0.5854126679462572,0.7214700193423598,0.13605735139610253,0.8744716130689647,0.6944444444444444,0.8055555555555556,0.3333333333333333,0.2222222222222222,0.9722222222222222,0.9722222222222222,0.9437924802265927,0.9484532767380541,"(0.501, 0.176, 0.168, 0.155)","(2.28, 2.574, 3.161)",ok,trend_1change
29,0.6889400921658986,0.749003984063745,0.060063891897846444,0.6889400921658986,0.749003984063745,0.060063891897846444,0.5617977528089888,0.5988857938718664,0.03708804106287755,0.9051096209807147,0.6666666666666666,0.6944444444444444,0.3611111111111111,0.3333333333333333,0.9722222222222222,0.9722222222222222,0.9447706561279701,0.9462987973503121,"(0.493, 0.179, 0.16, 0.169)","(2.235, 2.551, 3.172)",ok,trend_1change
30,0.6500607533414338,0.6819571865443426,0.0318964332029088,0.6500607533414338,0.6819571865443426,0.0318964332029088,0.595959595959596,0.6116504854368932,0.015690889477297132,0.9067912596158384,0.75,0.7638888888888888,0.2777777777777778,0.2777777777777778,0.9722222222222222,0.9583333333333334,0.9279252732517561,0.9233069650781401,"(0.488, 0.184, 0.16, 0.169)","(1.969, 2.76, 3.118)",ok,trend_1change
31,0.6302382908792112,0.7379310344827585,0.1076927436035473,0.6302382908792112,0.7379310344827585,0.1076927436035473,0.5024875621890548,0.5978835978835979,0.09539603569454314,0.8892819807711123,0.6527777777777778,0.7361111111111112,0.3472222222222222,0.2638888888888889,1.0,1.0,0.8677394123237941,0.8605376551546725,"(0.489, 0.174, 0.171, 0.166)","(2.15, 2.684, 3.138)",ok,trend_1change
32,0.7483870967741936,0.8072289156626506,0.058841818888457076,0.7483870967741936,0.8072289156626506,0.058841818888457076,0.7034220532319392,0.7446808510638299,0.04125879783189068,0.888720150816925,0.8194444444444444,0.8333333333333334,0.18055555555555555,0.16666666666666666,1.0,1.0,0.9351428652703861,0.9388706669239182,"(0.497, 0.164, 0.172, 0.168)","(2.148, 2.759, 3.178)",ok,trend_1change
33,0.744303048239124,0.8099352051835853,0.06563215694446134,0.744303048239124,0.8099352051835853,0.06563215694446134,0.6038514442916093,0.6605229318474068,0.05667148755579754,0.8824557548129258,0.6666666666666666,0.6944444444444444,0.3333333333333333,0.3055555555555556,1.0,1.0,0.9217865427349081,0.9225352112676057,"(0.489, 0.177, 0.167, 0.167)","(2.202, 2.646, 3.285)",ok,trend_1change
34,0.6968421052631579,0.7627906976744186,0.06594859241126072,0.6968421052631579,0.7627906976744186,0.06594859241126072,0.6236933797909407,0.6691176470588236,0.045424267267882845,0.8675762439807384,0.7638888888888888,0.8055555555555556,0.25,0.20833333333333334,0.9861111111111112,0.9861111111111112,0.9130161957443739,0.9192874139816067,"(0.5, 0.164, 0.172, 0.163)","(2.209, 2.723, 3.104)",ok,trend_1change
35,0.7352941176470589,0.8372978116079923,0.10200369396093345,0.7352941176470589,0.8372978116079923,0.10200369396093345,0.6146297948260482,0.7142857142857143,0.09965591945966612,0.8929578277895911,0.6805555555555556,0.7361111111111112,0.3333333333333333,0.2638888888888889,0.9861111111111112,1.0,0.9305814528771008,0.9324393851694645,"(0.506, 0.181, 0.148, 0.166)","(2.121, 2.697, 3.148)",ok,trend_1change
