seed,baseline_kappa,optimized_kappa,kappa_improvement,quadratic_baseline_kappa,quadratic_optimized_kappa,quadratic_kappa_improvement,linear_baseline_kappa,linear_optimized_kappa,linear_kappa_improvement,val_kappa,baseline_accuracy,optimized_accuracy,baseline_mae,optimized_mae,within_one_baseline,within_one_optimized,pearson_recovery,spearman_recovery,cat_proportions,recovered_thresholds,status,config
32,0.8610038610038611,0.8905775075987842,0.02957364659492312,0.8610038610038611,0.8905775075987842,0.02957364659492312,0.773495871018482,0.7995824634655533,0.026086592447071233,0.8825528857446838,0.7777777777777778,0.7777777777777778,0.2222222222222222,0.2222222222222222,1.0,1.0,0.9444518634584755,0.9473921152485691,"(0.429, 0.175, 0.191, 0.204)","(1.961, 2.586, 3.187)",ok,trend_2changes
33,0.7695167286245354,0.9014448669201521,0.13192813829561678,0.7695167286245354,0.9014448669201521,0.13192813829561678,0.6046758767268863,0.8006767148569671,0.19600083813008085,0.8893466344353274,0.5694444444444444,0.75,0.4305555555555556,0.25,1.0,1.0,0.9479226743281737,0.9435333461958969,"(0.422, 0.183, 0.196, 0.199)","(2.108, 2.581, 3.187)",ok,trend_2changes
34,0.7455268389662029,0.8857715430861723,0.14024470411996948,0.7455268389662029,0.8857715430861723,0.14024470411996948,0.5664283025969139,0.7670299727520435,0.20060167015512964,0.8819597026786966,0.5555555555555556,0.7361111111111112,0.4444444444444444,0.2638888888888889,1.0,1.0,0.8982420290054558,0.9014084507042254,"(0.429, 0.175, 0.195, 0.202)","(2.049, 2.54, 3.097)",ok,trend_2changes
35,0.7593192868719612,0.8962378640776699,0.13691857720570877,0.7593192868719612,0.8962378640776699,0.13691857720570877,0.5863509749303621,0.7896678966789668,0.2033169217486046,0.9099555641179206,0.5416666666666666,0.7361111111111112,0.4583333333333333,0.2638888888888889,1.0,1.0,0.9351989807210394,0.939578107916908,"(0.432, 0.195, 0.178, 0.195)","(1.98, 2.558, 3.162)",ok,trend_2changes
36,0.7893129770992366,0.8873900293255131,0.0980770522262765,0.7893129770992366,0.8873900293255131,0.0980770522262765,0.6672025723472669,0.7932519741564967,0.12604940180922986,0.9008528543046858,0.6805555555555556,0.7777777777777778,0.3194444444444444,0.2222222222222222,1.0,1.0,0.9419057970107699,0.9460093896713616,"(0.429, 0.186, 0.183, 0.202)","(2.063, 2.528, 3.199)",ok,trend_2changes
37,0.7991266375545851,0.8486171761280932,0.04949053857350805,0.7991266375545851,0.8486171761280932,0.04949053857350805,0.6741440377804014,0.6993254095727595,0.02518137179235802,0.8955835314345778,0.6805555555555556,0.6388888888888888,0.3194444444444444,0.3611111111111111,1.0,1.0,0.9195403111470661,0.9299633416939997,"(0.432, 0.17, 0.196, 0.203)","(2.251, 2.516, 3.155)",ok,trend_2changes
38,0.7906976744186046,0.8225806451612903,0.031882970742685646,0.7906976744186046,0.8225806451612903,0.031882970742685646,0.7008310249307479,0.6986301369863014,-0.0022008879444465057,0.8735263065282421,0.75,0.6944444444444444,0.25,0.3055555555555556,1.0,1.0,0.9283898901518858,0.933822110746672,"(0.436, 0.179, 0.181, 0.205)","(2.108, 2.623, 3.158)",ok,trend_2changes
39,0.7456521739130435,0.8823529411764706,0.13670076726342706,0.7456521739130435,0.8823529411764706,0.13670076726342706,0.564278704612365,0.7640750670241288,0.1997963624117638,0.8997729369190378,0.5,0.7083333333333334,0.5138888888888888,0.3055555555555556,0.9861111111111112,0.9861111111111112,0.9205937757232767,0.9164898064184193,"(0.427, 0.191, 0.189, 0.193)","(2.072, 2.523, 3.163)",ok,trend_2changes
40,0.7427304090685066,0.7730784871899146,0.03034807812140794,0.7427304090685066,0.7730784871899146,0.03034807812140794,0.6108887109687751,0.6418570375829035,0.030968326614128405,0.8978035130305789,0.6388888888888888,0.6527777777777778,0.375,0.375,0.9861111111111112,0.9722222222222222,0.9033686515310807,0.9004116020322852,"(0.428, 0.178, 0.199, 0.195)","(1.957, 2.575, 3.165)",ok,trend_2changes
41,0.7007389162561577,0.8200000000000001,0.11926108374384237,0.7007389162561577,0.8200000000000001,0.11926108374384237,0.5571753986332574,0.7228400342172797,0.16566463558402234,0.9028021921207734,0.625,0.7638888888888888,0.375,0.25,1.0,0.9861111111111112,0.9006743395201559,0.9023731429673937,"(0.438, 0.173, 0.187, 0.202)","(2.069, 2.567, 3.192)",ok,trend_2changes
42,0.8019138755980861,0.8728179551122195,0.07090407951413336,0.8019138755980861,0.8728179551122195,0.07090407951413336,0.6677367576243981,0.7660550458715596,0.09831828824716149,0.8848965478360551,0.6805555555555556,0.7638888888888888,0.3194444444444444,0.2361111111111111,1.0,1.0,0.9438804353056147,0.9464595793941734,"(0.429, 0.183, 0.182, 0.205)","(2.164, 2.648, 3.245)",ok,trend_2changes
43,0.851934941110488,0.9179604045007834,0.06602546339029547,0.851934941110488,0.9179604045007834,0.06602546339029547,0.7260463507436874,0.8228237465395263,0.09677739579583888,0.8766303195058287,0.6944444444444444,0.7777777777777778,0.3055555555555556,0.2222222222222222,1.0,1.0,0.9652180373385257,0.9663965528329798,"(0.439, 0.188, 0.173, 0.199)","(2.173, 2.62, 3.137)",ok,trend_2changes
44,0.7394957983193278,0.8674698795180723,0.12797408119874454,0.7394957983193278,0.8674698795180723,0.12797408119874454,0.5696104897801774,0.7306122448979592,0.1610017551177818,0.9024507687709628,0.5694444444444444,0.6944444444444444,0.4305555555555556,0.3055555555555556,1.0,1.0,0.9281312459795882,0.9210881728728538,"(0.434, 0.168, 0.193, 0.205)","(2.083, 2.527, 3.168)",ok,trend_2changes
45,0.8517441860465116,0.8789915966386554,0.02724741059214386,0.8517441860465116,0.8789915966386554,0.02724741059214386,0.7481481481481482,0.7742946708463949,0.026146522698246688,0.9028590352135998,0.7638888888888888,0.7777777777777778,0.2361111111111111,0.2222222222222222,1.0,1.0,0.9552518826909238,0.9626664094153966,"(0.429, 0.176, 0.185, 0.21)","(1.991, 2.607, 3.253)",ok,trend_2changes
46,0.7528409090909092,0.817391304347826,0.06455039525691686,0.7528409090909092,0.817391304347826,0.06455039525691686,0.5944055944055944,0.6755632582322357,0.08115766382664136,0.9244187202895956,0.5972222222222222,0.6527777777777778,0.4027777777777778,0.3611111111111111,1.0,0.9861111111111112,0.8834799972191284,0.9065213196990162,"(0.425, 0.188, 0.188, 0.199)","(1.929, 2.542, 3.095)",ok,trend_2changes
47,0.7341107871720116,0.8349745331069609,0.10086374593494929,0.7341107871720116,0.8349745331069609,0.10086374593494929,0.5490605427974948,0.7017892644135189,0.15272872161602402,0.8521024209696013,0.5138888888888888,0.6666666666666666,0.5,0.3472222222222222,0.9861111111111112,0.9861111111111112,0.9243963224894716,0.9141102321692715,"(0.425, 0.183, 0.2, 0.193)","(1.914, 2.575, 3.304)",ok,trend_2changes
48,0.7948016415868673,0.9082969432314411,0.11349530164457378,0.7948016415868673,0.9082969432314411,0.11349530164457378,0.656619610835559,0.8220967172608542,0.16547710642529523,0.9035945462057567,0.6527777777777778,0.8055555555555556,0.3472222222222222,0.19444444444444445,1.0,1.0,0.9494367450091795,0.9372628464853047,"(0.439, 0.178, 0.181, 0.202)","(2.124, 2.513, 3.214)",ok,trend_2changes
49,0.825242718446602,0.8294573643410853,0.004214645894483282,0.825242718446602,0.8294573643410853,0.004214645894483282,0.7218884120171674,0.6867088607594938,-0.03517955125767358,0.8902387041773231,0.75,0.6944444444444444,0.25,0.3055555555555556,1.0,1.0,0.9223787995050169,0.9406071129976206,"(0.421, 0.184, 0.198, 0.197)","(2.011, 2.628, 3.216)",ok,trend_2changes
50,0.8352180936995154,0.8378378378378378,0.002619744138322444,0.8352180936995154,0.8378378378378378,0.002619744138322444,0.7441471571906355,0.7160030052592036,-0.028144151931431938,0.9137031695866957,0.7638888888888888,0.7083333333333334,0.2361111111111111,0.2916666666666667,1.0,1.0,0.943800597266089,0.9544022123609237,"(0.419, 0.197, 0.2, 0.185)","(2.079, 2.481, 3.103)",ok,trend_2changes
51,0.8016032064128257,0.8885017421602788,0.0868985357474531,0.8016032064128257,0.8885017421602788,0.0868985357474531,0.6454891994917408,0.7749360613810742,0.1294468618893334,0.8573450196293253,0.5833333333333334,0.7083333333333334,0.4305555555555556,0.3055555555555556,0.9861111111111112,0.9861111111111112,0.9425467873603491,0.9444337256415205,"(0.441, 0.167, 0.186, 0.207)","(2.159, 2.607, 3.269)",ok,trend_2changes
52,0.7122302158273381,0.8403041825095057,0.12807396668216753,0.7122302158273381,0.8403041825095057,0.12807396668216753,0.5784190715181932,0.7094542659492697,0.13103519443107658,0.8681020650202316,0.625,0.7083333333333334,0.3888888888888889,0.2916666666666667,0.9861111111111112,1.0,0.9377668885953651,0.932407228760692,"(0.421, 0.192, 0.184, 0.203)","(2.14, 2.738, 3.205)",ok,trend_2changes
53,0.7742356937548994,0.8588957055214724,0.084660011766573,0.7742356937548994,0.8588957055214724,0.084660011766573,0.6473469387755102,0.7418032786885247,0.0944563399130145,0.9074351456970807,0.6666666666666666,0.7222222222222222,0.3333333333333333,0.2916666666666667,1.0,0.9861111111111112,0.948048745608584,0.940060454048492,"(0.419, 0.184, 0.203, 0.194)","(2.159, 2.632, 3.037)",ok,trend_2changes
54,0.7518796992481203,0.8118811881188119,0.06000148887069168,0.7518796992481203,0.8118811881188119,0.06000148887069168,0.6271186440677966,0.7210574293527803,0.09393878528498367,0.8903402871676003,0.6944444444444444,0.7777777777777778,0.3055555555555556,0.2361111111111111,1.0,0.9861111111111112,0.8886247649773368,0.8786738697022318,"(0.424, 0.188, 0.202, 0.187)","(2.07, 2.563, 3.167)",ok,trend_2changes
55,0.7806451612903226,0.797153024911032,0.01650786362070944,0.7806451612903226,0.797153024911032,0.01650786362070944,0.6973293768545994,0.6860945387792565,-0.011234838075342868,0.893793867750277,0.7638888888888888,0.7361111111111112,0.2361111111111111,0.2638888888888889,1.0,1.0,0.9306940679550115,0.9128882886359253,"(0.432, 0.179, 0.194, 0.195)","(2.185, 2.511, 3.182)",ok,trend_2changes
56,0.7494780793319415,0.7563451776649746,0.006867098333033006,0.7494780793319415,0.7563451776649746,0.006867098333033006,0.6355140186915889,0.5962145110410095,-0.039299507650579324,0.890877346137058,0.6666666666666666,0.5833333333333334,0.3611111111111111,0.4444444444444444,0.9722222222222222,0.9722222222222222,0.9006322991543364,0.8981606534182264,"(0.425, 0.182, 0.188, 0.205)","(1.961, 2.595, 3.153)",ok,trend_2changes
57,0.7321848081440876,0.8778400708173503,0.14565526267326268,0.7321848081440876,0.8778400708173503,0.14565526267326268,0.525987525987526,0.7465564738292011,0.22056894784167513,0.9046292940660347,0.4722222222222222,0.6805555555555556,0.5277777777777778,0.3194444444444444,1.0,1.0,0.9460979748756178,0.9234355907132292,"(0.425, 0.188, 0.189, 0.198)","(2.151, 2.599, 3.189)",ok,trend_2changes
58,0.7230769230769231,0.7972972972972974,0.07422037422037431,0.7230769230769231,0.7972972972972974,0.07422037422037431,0.6192307692307693,0.6771300448430493,0.05789927561228003,0.9115222735541028,0.7083333333333334,0.7222222222222222,0.3055555555555556,0.2777777777777778,0.9861111111111112,1.0,0.8910321635012651,0.9008296353463247,"(0.429, 0.178, 0.191, 0.202)","(2.047, 2.721, 3.289)",ok,trend_2changes
59,0.7439024390243902,0.8538961038961039,0.10999366487171369,0.7439024390243902,0.8538961038961039,0.10999366487171369,0.5917375455650061,0.7316436824450242,0.13990613688001807,0.8844993286523478,0.6111111111111112,0.7222222222222222,0.3888888888888889,0.2777777777777778,1.0,1.0,0.8869438327363233,0.8956202971252172,"(0.431, 0.177, 0.198, 0.194)","(2.136, 2.501, 3.22)",ok,trend_2changes
60,0.7903225806451613,0.8761873566983295,0.08586477605316822,0.7903225806451613,0.8761873566983295,0.08586477605316822,0.6402767102229054,0.7527795945062132,0.11250288428330779,0.9002446175465381,0.6388888888888888,0.7083333333333334,0.3611111111111111,0.2916666666666667,1.0,1.0,0.9513064658197102,0.950254035629301,"(0.428, 0.179, 0.194, 0.199)","(2.127, 2.618, 3.192)",ok,trend_2changes
61,0.7591436217662801,0.8267379679144385,0.0675943461481584,0.7591436217662801,0.8267379679144385,0.0675943461481584,0.6459909228441755,0.7174061433447099,0.0714152205005344,0.8904297920242116,0.6666666666666666,0.7083333333333334,0.3611111111111111,0.3194444444444444,0.9722222222222222,0.9722222222222222,0.9112785456491466,0.9119557527815295,"(0.427, 0.185, 0.195, 0.194)","(2.196, 2.558, 3.219)",ok,trend_2changes
